idDecouverte;syntheseDecouverte
269;"De novembre 1931 à février 1932, la construction de la Maison des Mines a entraîné un terrassement de près de huit mètres de profondeur. Le sol d'origine est situé vers la cote 55.00. Les alluvions anciennes recouvertes par des « remblais de diverses époques » apparaissent vers la cote 51.00. Elles ont une épaisseur d'un mètre. On trouve en dessous les sables de Beauchamp sur une épaisseur de 3,40 m environ. Le fond de fouille était à la cote 46.64. C'est à partir de ce niveau que commencent les marnes et caillasses. 
Dans les déblais, du mobilier de l'Antiquité jusqu'au XVIe siècle a été observé. Il s'agit entre autres, de tessons de céramiques antiques noires, d'un fragment « d'amphore », ou encore d'une céramique du XVe siècle. 
À la hauteur de l'ancien n° 272, près du nouvel alignement de la rue, un haut-relief en pierre (haut. 1,45 m ; larg. 0,65 m ; épais. max. 0,30 cm) représentant Mercure a été mis au jour dans un contexte non défini mais à - 8 m de profondeur, « placé verticalement à la hauteur du fond de fouille » (l'auteur suggère l'existence de puits). Le dieu est coiffé du pétase, tient dans la main droite une bourse qu'il appuie sur la tête du bouc tandis que la main gauche (disparue) tient le caducée ; les épaules sont enveloppées par un manteau. L'ensemble est surmonté d'un toit à deux versants. La datation proposée est le Ier ou le IIe siècle. A cette même adresse, deux étages d'anciennes caves sous lesquelles existaient d'autres caves remblayées ont également été mises au jour. Leur datation n'a pas été établie.
A. Grimault signale encore la découverte, au cours des mêmes fouilles, d'une hache de fer et d'un fer de serpe dans les alluvions anciennes, à la limite des sables de Beauchamp."
528;"En 1941, lors de la construction d'un garage, une sépulture a été fouillée par Daniel Citerne, de la Commission du Vieux Paris."
405;"Entre 1914 et 1916, les arènes de Lutèce ont été de nouveau dégagées afin d'être restaurées, à l'exception de la partie occidentale, détruite lors du percement de la rue Monge en 1869-1870. 
À cette occasion, au moins six squelettes furent découverts au centre des arènes. Ces inhumations, postérieures à l'utilisation de l'amphithéâtre, pourraient dater du Bas-Empire, ou du début du Moyen Âge."
479;"Un sondage dans le jardin du palais abbatial a livré les restes d'un sarcophage d'enfant, une substruction, ainsi que des débris de marbre dans les remblais."
450;"En 1957, au nord-est de la buvette, dans une tranchée de 2 m de large pour 2 m de profondeur, parallèlement à la pelouse du miroir et au sud de l'allée Soufflot, plusieurs niveaux d'habitations ont été observés à partir de - 0,80 m jusqu'à - 1,20 m. Un niveau d'incendie est signalé, ainsi qu'une partie d'un hypocauste sur pilettes. La datation proposée — « extrême fin du IIIe, IVe siècle » — repose, d'une part, sur la découverte sous les fondations d'une coupe de sigillée du Ier siècle apr. J.-C. et, d'autre part, sur l'aspect rustique de la construction."
455;Aucune découverte.
462;"Des ossements d'origine indéterminée ont été découverts en 1959, lors de travaux dans le sous-sol de l'immeuble situé 4 bis rue Saint-Sauveur."
564;"En janvier-février-mars 1973, à l'occasion de la construction, sur une surface de 3000 m2, de locaux souterrains, le long de la façade orientale du Palais, une fouille de sauvetage eut lieu. Elle permit l'étude de vingt-et-un puits et de vestiges d'habitat antiques : hypocauste et sols bétonnés. Dans la partie sud du chantier a également été mis au jour un four de verrier d'époque tardive.
Onze puits ont pu être partiellement ou intégralement fouillés. La plupart présentaient une section circulaire et un diamètre variant de 1 à 1,30 m. Ils étaient tous creusés dans le sol vierge et non appareillés. Quant à leur profondeur, elle était en moyenne d'une dizaine de mètres par rapport au niveau actuel du sol. Le remplissage intérieur est en général constitué par une terre gris-noirâtre devenant très grasse vers le fond des puits. Outre de très nombreux ossements d'animaux (porcs domestiques, sangliers, bovidés, galinacés) et des poteries, quelquefois intactes, le contenu de certains de ces puits présentait des particularités. Par exemple, les puits 7, 8 et 11 situés dans le même secteur, contenaient, outre les matériaux précités, un grand nombre de pesons et de parpaings en plâtre, ces derniers étant de toute évidence destinés à être utilisés comme matériaux de construction."
678;"En 1981, à l'occasion de la construction d'un gymnase souterrain sur une surface de 500 m2 dans les deux-tiers nord de la cour donnant sur la rue Pierre-Nicole, la surveillance des travaux, en tranchées blindées nécessaires à l'établissement de la paroi périmétrique de l'ouvrage, avait révélé l'existence, à certains endroits, de niveaux d'occupation du Haut-Empire, jusque là méconnus dans cette zone de Paris. Dans la topographie de l'époque moderne, ce site correspond à la partie méridionale de l'institution des Oratoriens. Quelques structures de l'époque moderne ont été relevées, comme la fondation d'un long mur nord-sud, des dépotoirs et peut-être une citerne.
Les niveaux antiques reposent sur les alluvions quaternaires vers la cote 50.00, en moyenne, à - 3 m du sol de la cour. D'une épaisseur maximum de 65 cm, ils avaient été en partie entamés à la période moderne, à des hauteurs variables, parfois jusqu'au terrain vierge, sans doute par des travaux de jardinage et de culture, et recouverts par un apport de terre végétale. Le sommet des couches antiques conservées se situe vers la cote 50.65. Ces niveaux antiques comportent aussi beaucoup de structures en creux perforant les couches géologiques.
Dans la tranchée périmétrique occidentale de l'ouvrage, une succession des sols a pu seulement être entrevue. Le premier, de couleur brune, reposant sur le niveau géologique, est épais de 25 cm ; le second (épais. 31 cm) est en argile jaune damé ; le troisième, de couleur rouge, sans doute à la suite d'une rubéfaction, est épais de 18 cm. Il était recouvert par la couche de terre végétale. Aucun mur antique en maçonnerie n'a été discerné. Cet emplacement pourrait correspondre à une cour. On ne peut cependant exclure l'existence d'un état en architecture plus légère et n'ayant laissé que des traces fugitives que les conditions d'intervention n'auraient d'ailleurs pas permis de repérer. Des fosses ou des puits ont été mieux relevés.
Dans la tranchée sud de fondation de l'ouvrage, une fosse très particulière, F. 7, a été découverte. Elle est interprétée comme un silo antique. Il avait été creusé dans le terrain vierge. L'essentiel de la structure se trouve en dehors, au sud, de l'emprise du gymnase. Une trentaine de centimètres étaient compris dans les limites de la tranchée. Il en résulte que seule, une petite partie a pu être reconnue et fouillée. Il est de forme circulaire ; on ne peut néanmoins établir son plan complet. En coupe, il est en forme de goutte d'eau. Le fond semble descendre vers le sud. Sa partie supérieure, observée en coupe, est large de 1,10 m. Vers sa base, cette largeur atteint 2,30 m. Sa hauteur observée est de 3,50 m. Son sommet se situe vers la cote 50.00 et sa base, vers la cote 46.50. Les parois sont constituées d'un enduit blanchâtre, peut-être à base de chaux, épais de quelques centimètres (des prélèvements ont été faits). Ce revêtement a été cuit à l'aide d'un foyer installé à l'intérieur de la structure. La température a dû être assez élevée, car le terrain géologique au contact du revêtement en a été fortement rubéfié. Cette opération avait pour but d'obtenir une croûte étanche particulièrement dure. Au fond de cette fosse, un ensemble a été découvert et fouillé en sape. A la base, il y avait une fine couche brune comportant du bois carbonisé, quelques petits ossements animaux portant des traces de débitage, un amas de petites pierres informes dans lesquelles étaient prises au moins deux céramiques complètes (deux vases à panse piriforme et col tronconique de couleur gris foncé, à partie centrale décorée de bandes lustrées parallèles). Cet ensemble est daté de la première partie du Ier siècle. Il est recouvert de sable jaune (épais. 70 cm) surmonté d'une couche foncée (épais. 8 cm). Le reste du comblement est constitué d'une couche noirâtre (épais. 2,50 m), peu homogène, à forte composante cendreuse, dans laquelle quelques tessons ont été prélevés. Enfin, le tout était scellé par une couche grise pulvérulente (épais. 20 cm) qui dépassait les limites de la fosse. Ce site est mitoyen de celui de l'Institut des Jeunes Sourds, n° 254, rue Saint-Jacques."
616;"Lors de travaux, un sarcophage mérovingien a été dégagé en 1974 et mentionné à la Commission du Vieux Paris."
519;"En avril 1964, à l'occasion de la reconstruction d'une école, un signalement de travaux à la Commission du Vieux Paris permit la découverte d'une partie d'un sarcophage de plâtre orienté."
546;"En 1969, l'aménagement du parking souterrain place Saint-Sulpice a permis l'observation des vestiges du séminaire de Saint-Sulpice, des maçonneries et les niveaux de jardin visibles sur le plan de Verniquet."
557;"En 1971, une fouille de sauvetage a été réalisée en sous-oeuvre, à l'occasion de la construction d'un parc de stationnement souterrain dans la partie occidentale de la rue Soufflot. Elle a permis en particulier de reconnaître la partie méridionale de l'aire centrale du forum romain."
600;- Caves de la fin du Moyen Age ou modernes détruites par des travaux.
608;"Dans la cour d'honneur du Palais Royal, des trois murs furent mis au jour par la Commission du Vieux Paris en 1972."
691;"En 1983, une fouille de sauvetage urgent a mis en évidence des niveaux de remblais antiques avec des éléments de construction et de la faune, une fosse ainsi qu'une maçonnerie d'époque gallo-romaine également."
2007;"L'intervention archéologique a été décidée à la suite de travaux de terrassement exécutés dans une des cours intérieures du lycée Saint-Louis, sur le passage supposé de l'enceinte de Philippe Auguste. Le rempart n'a pas été retrouvé, il semble que sur cette zone il a été entièrement récupéré. Cette récupération a pu intervenir au moment de l'installation des bâtiments du Collège d'Harcourt vers 1682, suite à l'achat en 1646 des murailles et fossés de l'ancienne enceinte de Philippe-Auguste. En 1682, le proviseur de l'époque fit démolir les maisons en ruine et entreprit des transformations que l'on voit sur le plan de 1770. L'ensemble des terrains achetés depuis 1310 constitue l'espace actuel du Lycée Saint-Louis. Lors de la fouille, nous avons découvert, plusieurs murs appartenant aux bâtiments du collège d'Harcourt restructuré vers 1682, dont l'un est d'une hauteur de plus de 4,60 m sans aucune ouverture sur plus de 20 m de longueur. À l'arrière de celui-ci, il se trouvait un dépotoir très important provenant d'un atelier de métallurgiste du XVIIIe s. Au contact de ce niveau, est apparu un lambeau de pavement de rue ou de cour. 
Le mobilier archéologique est assez pauvre, il est constitué presque essentiellement de céramique attribuable au XVIIIe s. Seuls quatre éléments de statuaires d'époque indéterminée peuvent être considérés comme remarquables, mais ne sont pas sans poser de problèmes d'interprétation et d'authentification. Ces ""sculptures"" ont été utilisées comme pierres dans un mur antérieur à l'expansion du Collège d'Harcourt vers 1682, mais comme ce mur est situé à l'emplacement du fossé de l'enceinte, il est donc postérieur au comblement de celui­ci. L'élément le mieux conservé pourrait représenter de façon stylisée une déesse mère ayant au bas de son ventre un enfant schématisé par quatre volumes différents. La tête ne présente apparemment aucun visage. Il s'agit de blocs gréseux polylobés dont les formes naturelles semblent avoir été soulignées et aménagées, laissant penser qu'il pourrait s'agir d'éléments sculptés."
